AC021016.8	USP37
MAN2A1	EZH2
BCL7C	RNF40
Y_RNA	ITGB4
NUP153	POM121C
POM121C	NUP153
PRKAR1A	SSRP1
SSRP1	PRKAR1A
HRAS	IRAK2
RP11-798K3.2	SMAD3
KCNJ2	SDCBP
SDCBP	KCNJ2
AKR1B1	MCC
MCC	AKR1B1
DNMBP	PKD2L1
PKD2L1	DNMBP
PKP4	HAVCR2
HAVCR2	PKP4
DUT	NAMPT
NAMPT	DUT
CAPZB	MYH10
MYH10	CAPZB
VAPA	OSBPL9
OSBPL9	VAPA
MAL	KCNIP3
TNFRSF1B	TNFRSF8
TNFRSF8	TNFRSF1B
CYTH1	ARFRP1
DCTN2	DISC1
DISC1	DCTN2
SWAP70	AMPD3
AMPD3	SWAP70
RP11-552F3.10	WBP2
NUP155	TOMM20
TOMM20	NUP155
NCK1	NEK8
NEK8	NCK1
BIRC3	GAS1
GAS1	BIRC3
PWWP2A	FABP6
FABP6	PWWP2A
ACOX1	RAB30
RAB30	ACOX1
TFCP2	KIAA1598
KIAA1598	TFCP2
LRP6	UBC
UBC	LRP6
RBM11	NRIP1
NRIP1	RBM11
MGAT2	PEX19
PEX19	MGAT2
MCM10	CDC5L
UBASH3B	SLC25A48
SLC25A48	UBASH3B
MARK2	CAMSAP2
CAMSAP2	MARK2
ITGB4	YWHAB
FUS	ILF3
MYH1	ACTR3B
ACTR3B	MYH1
MRPL3	MRPL41
MRPL41	MRPL3
PRPF4B	SF3B14
SF3B14	PRPF4B
RPL3	RPL17
RPL17	RPL3
AC009961.3	LY75-CD302
ABI3	KIAA0408
MAP3K1	UBC
UBC	MAP3K1
CSNK1E	RBX1
RBX1	CSNK1E
DLG2	PLEKHA2
PLEKHA2	DLG2
CHI3L2	OVGP1
OVGP1	CHI3L2
NOTCH1	WDR12
WDR12	NOTCH1
DOCK7	RPP14
OPRL1	PRPF6
MOK	PNPO
PNPO	MOK
TAF12	SAP30
SAP30	TAF12
SEC16A	BTBD3
BTBD3	SEC16A
STRN4	NBEA
MEOX2	SPP1
SPP1	MEOX2
LRP1	ERAL1
ERAL1	LRP1
ZNF358	INSR
INSR	ZNF358
REL	RNF213
RNF213	REL
RPS3A	TBL2
TBL2	RPS3A
XPC	CHAF1A
CHAF1A	XPC
STXBP4	TOM1L1
PLCG1	SOS2
APC	MNS1
MNS1	APC
DLG2	SEMA4C
NR1H2	VDR
SLC1A1	ARL6IP5
ARL6IP5	SLC1A1
CHUK	IRS1
IRS1	CHUK
MUC5AC	BRSK2
BRSK2	MUC5AC
SMC4	NCAPG
NCAPG	SMC4
PYGO1	CCPG1
CCPG1	PYGO1
RAB2A	VPS53
VPS53	RAB2A
HDAC9	CBX5
LHX3	ZNF417
ZNF417	LHX3
PCM1	DKK3
DKK3	PCM1
NOS3	PRKCA
PRKCA	NOS3
RPL23A	FXR2
FXR2	RPL23A
FAM193A	TNIP2
TEAD4	ITFG2
ITFG2	TEAD4
PRKCA	CTNNBL1
CTNNBL1	PRKCA
REL	CGGBP1
CGGBP1	REL
LRRC32	LEMD3
LEMD3	LRRC32
GNG11	AMOTL2
CFTR	TFG
TFG	CFTR
KTN1-AS1	LGALS3
GRB2	MYH14
MYH14	GRB2
BYSL	PSMC6
PSMC6	BYSL
FGB	KIF2A
KIF2A	FGB
PLCB2	PLCB1
PLCB1	PLCB2
ITGB2	PRKCI
PRKCI	ITGB2
BAG4	P4HA3
P4HA3	BAG4
LGALS3BP	TRAPPC9
TRAPPC9	LGALS3BP
ERC1	WNT5B
SRSF10	PHF5A
PHF5A	SRSF10
PLEKHA5	CCDC88B
CCDC88B	PLEKHA5
DNM2	PRKAB1
PRKAB1	DNM2
AURKB	SLC25A35
SLC25A35	AURKB
TTC1	VAPA
VAPA	TTC1
CSNK2A2	EIF3J
EIF3J	CSNK2A2
SLC5A8	ANO4
ANO4	SLC5A8
CDKN2B-AS1	SLC30A6
TUBA4A	TULP2
TULP2	TUBA4A
MCC	PSMA6
PSMA6	MCC
ZNF516	LCOR
LCOR	ZNF516
GTF2E1	SND1
SND1	GTF2E1
FBLN1	WNT7A
WNT7A	FBLN1
RFC2	STAG3L2
STAG3L2	RFC2
FHL2	NRF1
NRF1	FHL2
EVC	STK32B
STK32B	EVC
UBE2Z	RNF144B
RNF144B	UBE2Z
PDLIM1	SORBS1
SORBS1	PDLIM1
BTRC	NFKBIB
RPS27	TAB2
TAB2	RPS27
MLLT3	SNX24
SNX24	MLLT3
TRPV4	C12orf76
RPS6	DDX20
DDX20	RPS6
GREM2	BMP2
MAP1A	SREK1IP1
SREK1IP1	MAP1A
ZMYND19	KCTD21
KCTD21	ZMYND19
HIVEP2	YWHAE
YWHAE	HIVEP2
CD28	ITK
ROPN1L	MARCH6
SLAMF1	ST3GAL6
ST3GAL6	SLAMF1
MRPL3	MRPS33
MRPS33	MRPL3
CDK6	PPP1CA
PPP1CA	CDK6
PRDM8	NAA11
NAA11	PRDM8
GATAD2B	CREB3L4
PPP1CA	RPAP3
RPAP3	PPP1CA
MARK2	MARK3
MARK3	MARK2
CAMSAP3	CTD-2207O23.3
CTD-2207O23.3	CAMSAP3
MOV10	POLR1C
POLR1C	MOV10
MYC	ATP2A2
EHHADH	VAC14
VAC14	EHHADH
PARP1	PRKDC
GSK3B	EIF2B5
RPL31	RPS9
RPS9	RPL31
MCC	LRRC45
LRRC45	MCC
GJA1	GPR114
GPR114	GJA1
DAZAP2	VPS37C
VPS37C	DAZAP2
C10orf76	CLASP2
CLASP2	C10orf76
NABP2	ANKRD52
ANKRD52	NABP2
SNX29	KIF19
KIF19	SNX29
PCBP1	TNIK
TNIK	PCBP1
REL	HSPB7
HSPB7	REL
NUP153	CDCA2
CDCA2	NUP153
TRIM44	CCDC151
CCDC151	TRIM44
CTNNBL1	MRPS18A
MRPS18A	CTNNBL1
MKI67	SRC
SRC	MKI67
COPA	EIF4A3
EIF4A3	COPA
UTRN	PLAGL1
NDUFB4	NDUFS4
NDUFS4	NDUFB4
CD53	LRIF1
TPP1	PRKCDBP
PRKCDBP	TPP1
ANXA13	MSI2
MSI2	ANXA13
RNASEH2A	PRDX2
MARVELD3	VAC14
VAC14	MARVELD3
TRERF1	UBR2
KLHL12	PPP1R12B
PPP1R12B	KLHL12
RPL18	SF3B1
SF3B1	RPL18
EPS15	FCHO1
FCHO1	EPS15
CCNDBP1	ZNF417
ZNF417	CCNDBP1
SNRPB2	PHF5A
PHF5A	SNRPB2
CAMK4	HNRNPL
HNRNPL	CAMK4
ACTA2	ACTBL2
ACTBL2	ACTA2
TUBGCP4	NEDD1
NEDD1	TUBGCP4
CD70	NARS2
NARS2	CD70
COIL	TGS1
TGS1	COIL
MAP3K12	SH3RF1
SH3RF1	MAP3K12
SYN2	PRKACB
STX8	STXBP6
STXBP6	STX8
RAD18	ANAPC16
ANAPC16	RAD18
MINK1	SPNS2
SPNS2	MINK1
CUL5	WSB1
WSB1	CUL5
POLR1C	RPL13A
RPL13A	POLR1C
RP11-161H23.5	FMNL3
GOT1	CSAD
CSAD	GOT1
SYT7	DDB1
DDB1	SYT7
DNMT1	RGS6
RGS6	DNMT1
ITGA5	LUZP1
LUZP1	ITGA5
MEOX2	CYP4F12
CYP4F12	MEOX2
NDUFB7	NDUFA12
NDUFA12	NDUFB7
SUCLG2	PDHX
CDKN2B-AS1	PRSS53
RGS20	SPTLC1
SPTLC1	RGS20
UBE2O	JPH4
JPH4	UBE2O
FCHO1	SH2D4A
SH2D4A	FCHO1
CEACAM1	HNF4G
HNF4G	CEACAM1
ZNF304	ZNF586
ZNF586	ZNF304
ERBB2	PTK2B
CAV1	ABCB1
E2F1	HNRNPD
HNRNPD	E2F1
DYNLL1	NFKBIA
CCDC106	ZNF784
ZNF784	CCDC106
SUMO1	NUP107
NUP107	SUMO1
COX5B	UQCRQ
UQCRQ	COX5B
SKP2	SENP1
SENP1	SKP2
GOLGB1	TMED10
TMED10	GOLGB1
PSMD2	CUL5
CUL5	PSMD2
PDS5B	LYPD3
LYPD3	PDS5B
CYP2W1	C7orf50
PABPC1L	TOMM34
NCK1	CHRD
CHRD	NCK1
UBQLN4	ANKRD13D
ANKRD13D	UBQLN4
ARRB1	RPS3A
RPS3A	ARRB1
CLINT1	MBOAT1
MBOAT1	CLINT1
CAPZA2	TPRN
TPRN	CAPZA2
EDARADD	SHPRH
SHPRH	EDARADD
GPR4	ERCC1
ERCC1	GPR4
ZNF282	SLX4
HAX1	STX1B
STX1B	HAX1
WWP2	WBP2
WBP2	WWP2
ESR1	NCOA6
GTF2E2	SND1
SND1	GTF2E2
ZBTB7B	EFNA1
RPS27	RIPK3
RIPK3	RPS27
FBXL4	KLHL32
KLHL32	FBXL4
CREB1	TRIM22
TRIM22	CREB1
MAD2L1	CDC16
GAS5	VEGFA
DYNLL1	CTTNBP2NL
CTTNBP2NL	DYNLL1
PRICKLE2	ADAMTS9
ADAMTS9	PRICKLE2
FPR2	CHPT1
CHPT1	FPR2
GNA15	HSPA8
HSPA8	GNA15
RAB11A	CROCC
CROCC	RAB11A
YWHAB	SNRNP200
SNRPD2	SKIV2L2
SKIV2L2	SNRPD2
LASP1	PRKG2
ATG14	PIK3R4
PIK3R4	ATG14
RP11-298I3.4	LRP10
SNRPB2	SF3B3
SF3B3	SNRPB2
KRT34	C6orf165
C6orf165	KRT34
XPO4	IFT88
PRKAB1	NUP93
NUP93	PRKAB1
TCHP	TRPV4
TRPV4	TCHP
ANAPC5	CAMKK2
TRPC3	PLCB1
AGTPBP1	DISC1
DISC1	AGTPBP1
C10orf76	VPS53
VPS53	C10orf76
PON2	LRIG1
LRIG1	PON2
SCARNA17	C18orf32
UQCRC2	NDUFA11
NDUFA11	UQCRC2
YY1AP1	ATXN1L
MAPK3	SP1
SP1	MAPK3
MEOX2	SH2D4A
SH2D4A	MEOX2
TES	MYO18A
MYO18A	TES
ERBB2	PTPRO
PTPRO	ERBB2
GNAQ	EXOC6
EXOC6	GNAQ
NPR1	NPPA
KPNA2	LRPPRC
LRPPRC	KPNA2
EEF2	RBM28
RBM28	EEF2
SOCS3	MAPK6
FAT1	PDGFB
PDGFB	FAT1
SDCBP	MAPRE3
MAPRE3	SDCBP
HOXB5	CEP70
CEP70	HOXB5
AES	DDX6
DDX6	AES
HPD	RHOF
CBLB	ABI1
ABI1	CBLB
PVR	XPO5
XPO5	PVR
ISG20	SRC
SRC	ISG20
SHC1	RANBP9
RANBP9	SHC1
DPYSL2	FAM19A3
FAM19A3	DPYSL2
AC006160.5	MED28
HCK	ZBTB7B
ZBTB7B	HCK
SDCBP	TNFAIP8
TNFAIP8	SDCBP
FAM162A	CTNNA3
CTNNA3	FAM162A
SPTA1	ABI1
ABI1	SPTA1
MMP16	LRP1
IL6R	MAGI1
INADL	AMOTL2
AMOTL2	INADL
ADAM21	CHSY3
CHSY3	ADAM21
SERPINA3	SERPINA6
SERPINA6	SERPINA3
RPL17	EIF4A3
EIF4A3	RPL17
MAD2L1	ABCF2
ABCF2	MAD2L1
RAB2A	VPS51
VPS51	RAB2A
LYN	MATK
RPS6	U2AF2
U2AF2	RPS6
CHMP2A	MRPS5
MRPS5	CHMP2A
GYPB	ARL6IP5
ARL6IP5	GYPB
TNFRSF1B	UBC
UBC	TNFRSF1B
CDC16	F10
F10	CDC16
VANGL2	GPR156
GPR156	VANGL2
MAP4K2	MAP2K4
MAP2K4	MAP4K2
HCK	SCAF1
CD44	GTF3C2
GTF3C2	CD44
RP11-196G11.4	RP11-196G11.1
CD82	TFAP2A
TFAP2A	CD82
RP11-615I2.2	TANGO6
CRYAB	CS
CS	CRYAB
CHUK	RPL4
RPL4	CHUK
CBL	SH3GL2
IKZF3	FANCL
FANCL	IKZF3
EHD4	TPCN2
TPCN2	EHD4
SMAD2	MCF2L
MCF2L	SMAD2
SH3GL2	ARHGAP8
ARHGAP8	SH3GL2
CIRBP	SRSF4
SRSF4	CIRBP
RGS20	NEK8
NEK8	RGS20
TFRC	RANBP9
LANCL2	VOPP1
RP5-921G16.1	ASB15
BCL6	CHD4
CHD4	BCL6
KRIT1	UBFD1
UBFD1	KRIT1
ATIC	NME2
NME2	ATIC
GNS	PARD6B
PARD6B	GNS
CSNK1E	RNF43
RNF43	CSNK1E
XPO1	AURKB
AURKB	XPO1
BIRC3	RIPK2
DICER1	CCL13
CCL13	DICER1
BCAS2	THOC7
THOC7	BCAS2
MOV10	BUD13
BUD13	MOV10
BBOX1	TANK
TANK	BBOX1
MEIS1	MAB21L2
MAB21L2	MEIS1
IKZF3	TFAP2D
TFAP2D	IKZF3
ABI2	KIAA1217
KIAA1217	ABI2
ITGA3	PDK2
CCDC106	PPP6R1
PPP6R1	CCDC106
MTX1	GHITM
GHITM	MTX1
EIF4A3	DDX46
DDX46	EIF4A3
LAMP1	TNFAIP3
TNFAIP3	LAMP1
SPTA1	EZR
EZR	SPTA1
MFNG	CYTH4
CYTH4	MFNG
ZMYM2	IKZF3
IKZF3	ZMYM2
GPR37	ATE1
ATE1	GPR37
RP11-363J20.2	EXD2
EVL	EXD2
EXD2	EVL
RPS16	RPL36
RPL36	RPS16
S1PR2	ARL6IP5
ARL6IP5	S1PR2
TP53	WRN
WRN	TP53
RFC3	NBEA
UBQLN1	RASSF5
RASSF5	UBQLN1
ITGAM	ZNF668
MCC	SMC4
SMC4	MCC
KIF17	FHL5
CRK	MAP4K5
DNMT3B	MAPRE1
A2ML1	RP11-22B23.1
Y_RNA	RP11-977B10.2
RP11-977B10.2	Y_RNA
CAPZB	CEP152
CEP152	CAPZB
MAPK3	TWIST1
TWIST1	MAPK3
LYN	EVL
AURKB	ATXN10
ATXN10	AURKB
GRB2	SLC1A2
SLC1A2	GRB2
PDGFB	BUD13
BUD13	PDGFB
RUNX2	ETS1
ETS1	RUNX2
ERLIN1	CHMP4B
CHMP4B	ERLIN1
VANGL2	JPH4
JPH4	VANGL2
TMOD2	PLEKHG6
PLEKHG6	TMOD2
GPR156	HGD
HGD	GPR156
MAGEF1	CLCN2
CLCN2	MAGEF1
L3MBTL1	EHMT1
EHMT1	L3MBTL1
SP1	ZNF740
RP11-65M17.3	IL18
KCNH2	FRMD8
FRMD8	KCNH2
INSR	PIK3R3
DDB1	RPL18
RPL18	DDB1
DLX4	MYBBP1A
MYBBP1A	DLX4
ABI3	CEP44
CEP44	ABI3
BCL3	RELA
RELA	BCL3
SLC1A5	MASTL
MASTL	SLC1A5
USP25	PUS10
PUS10	USP25
LASP1	FXR2
FXR2	LASP1
MED28	MED11
MED11	MED28
CD83	CD320
CD320	CD83
GLI1	TRIM42
TRIM42	GLI1
NDUFV2	NDUFA12
NDUFA12	NDUFV2
CTB-111H14.1	PRKAR2B
PRKACB	CEP68
CEP68	PRKACB
GPS2	TP53
TP53	GPS2
HSD17B4	UBA5
UBA5	HSD17B4
SS18L1	USP30
USP30	SS18L1
CKAP2L	PSD4
PSD4	CKAP2L
SON	TMEM50B
CCND3	RB1
TP53BP1	DYNLL1
DYNLL1	TP53BP1
HSF2	OTUD4
OTUD4	HSF2
CEP164	CEP152
CEP152	CEP164
KPNB1	KPNA4
KPNA4	KPNB1
PTEN	RAD51
RAD51	PTEN
ELMSAN1	ENTPD5
TNFRSF1B	XPO5
XPO5	TNFRSF1B
PHF19	LZTS2
LZTS2	PHF19
MEOX2	MFF
MFF	MEOX2
FOXA3	ST3GAL2
ST3GAL2	FOXA3
GSTA1	GSTA4
GSTA4	GSTA1
CDH1	PCNXL3
PCNXL3	CDH1
ZMYND8	MTA3
MTA3	ZMYND8
SERPING1	TNKS1BP1
TNKS1BP1	SERPING1
MARK2	UTP18
UTP18	MARK2
PABPC3	PHB
PHB	PABPC3
SREBF2	PIAS1
PIAS1	SREBF2
BRCA2	L3MBTL1
L3MBTL1	BRCA2
TMEM107	PCNXL3
PCNXL3	TMEM107
DNMBP	CYP11B1
CYP11B1	DNMBP
BCLAF1	U2AF2
U2AF2	BCLAF1
HRAS	NF1
NF1	HRAS
GRB2	GSTM3
GSTM3	GRB2
HID1	GGA3
GGA3	HID1
KLHL12	CEP170P1
CEP170P1	KLHL12
RANBP10	CNTNAP4
PLA2G4E	EHD4
EGFR	KPNB1
KPNB1	EGFR
NES	GKAP1
GKAP1	NES
SDCBP	ANKRD40
ANKRD40	SDCBP
UBE2H	TRIM36
TRIM36	UBE2H
KLC1	SPAG9
RP4-753D10.5	AL096677.1
ZNF764	KRTAP12-2
KRTAP12-2	ZNF764
STAT2	RNF31
RNF31	STAT2
MYH10	CORO7
CORO7	MYH10
RB1	CBX5
CBX5	RB1
SGCD	SGCE
SGCE	SGCD
CCDC85C	DEGS2
DEGS2	CCDC85C
FOS	PKP2
PKP2	FOS
EPS8L1	DNAAF3
DNAAF3	EPS8L1
BAD	SFN
SSRP1	RNF146
RNF146	SSRP1
NEFM	TNIK
TNIK	NEFM
ADAMTS13	DBH
DBH	ADAMTS13
CTNNBL1	PMF1
PMF1	CTNNBL1
SRSF4	SNCA
SNCA	SRSF4
DYSF	KIF1B
KIF1B	DYSF
NEDD9	NPEPPS
NPEPPS	NEDD9
EEF2	RPS15
RPS15	EEF2
CDKN2B-AS1	THRA
KLF5	GTF2F2
GTF2F2	KLF5
CLSTN1	MGAT4C
MGAT4C	CLSTN1
AKAP9	PKN1
AURKA	PTTG1
PTTG1	AURKA
SLC25A44	RP11-29H23.5
RP11-29H23.5	SLC25A44
STX1A	MLXIPL
PRKAB1	CSDE1
CSDE1	PRKAB1
HEATR1	GNPNAT1
GNPNAT1	HEATR1
MCM6	TNFAIP3
TNFAIP3	MCM6
TMED10	LIMA1
LIMA1	TMED10
CDC5L	DNAJC8
DNAJC8	CDC5L
DPYSL5	FAM19A3
FAM19A3	DPYSL5
FOSB	NEDD9
NEDD9	FOSB
RPS6KA2	ESR1
GNAS	GNGT1
CAMKK2	FANCI
FANCI	CAMKK2
ALK	ZC3HC1
ZC3HC1	ALK
ABI3	FAM124B
FAM124B	ABI3
CPT1A	AGPAT5
AGPAT5	CPT1A
DLG4	ACTN2
SNRPG	TXNL4A
TXNL4A	SNRPG
ELK3	NCK1
NCK1	ELK3
CSNK1E	TYW3
TYW3	CSNK1E
BAG4	TEKT5
TEKT5	BAG4
DLGAP5	FBXO34
FBXO34	DLGAP5
FAM186A	LIMA1
TFAP2B	CITED2
CITED2	TFAP2B
COG5	COG2
COG2	COG5
FOXA3	TLE2
TLE2	FOXA3
TRMT12	FER1L6
FER1L6	TRMT12
GRB2	ILF3
ILF3	GRB2
OAZ1	CAMSAP2
CAMSAP2	OAZ1
PTK2	GRB7
RNF111	TTC9C
TTC9C	RNF111
TMEM62	CCNDBP1
LEP	CRP
LAPTM5	UBAC1
UBAC1	LAPTM5
SNRPF	DNAJC8
DNAJC8	SNRPF
XPC	RNF146
RNF146	XPC
KRT31	TSEN54
TSEN54	KRT31
RAB5C	LETMD1
LETMD1	RAB5C
NCOR2	RUNX1
CRYL1	WDR59
WDR59	CRYL1
EPB41	CACYBP
CACYBP	EPB41
STXBP2	CD209
CD209	STXBP2
TP53	MYL9
KRT31	CXCL16
CXCL16	KRT31
AMPD2	EPS8
EPS8	AMPD2
FBXL4	PADI3
PADI3	FBXL4
CAMK1G	PIK3CA
EBF1	RNF145
CDS1	NME2
NME2	CDS1
KIF14	PPP2R1A
PPP2R1A	KIF14
ADNP2	NFATC1
NFATC1	ADNP2
HIRA	CHAF1A
CHAF1A	HIRA
MARCKS	PRKCI
PRKCI	MARCKS
RP11-370I10.2	KANSL2
TMEM259	ARID3A
ARID3A	TMEM259
BCAS2	PUF60
PUF60	BCAS2
PHLPP2	PHLPP1
PHLPP1	PHLPP2
YY1	PHC3
PHC3	YY1
SPAG5	CHCHD3
CHCHD3	SPAG5
RP11-460I13.2	PHACTR4
NOS3	PRKACB
PRKACB	NOS3
SUCLA2	PSMD14
PSMD14	SUCLA2
STXBP2	INSR
INSR	STXBP2
CTBP2	KIF16B
KIF16B	CTBP2
DPEP1	GHITM
GHITM	DPEP1
GRIN2B	CAMK2N1
CAMK2N1	GRIN2B
TRIM63	PDIK1L
ZNF281	LGALS3BP
AES	TFAP2D
TFAP2D	AES
ZNF826P	ZNF85
ZNF85	ZNF826P
NEDD9	SMAD2
MRPS5	RPF1
RPF1	MRPS5
RELA	NCOR2
MCC	SOD2
SOD2	MCC
SLC18A1	TUBA4A
TUBA4A	SLC18A1
SMAD4	RFX1
PTEN	ST8SIA6
ST8SIA6	PTEN
EXOC5	RAB4B
RAB4B	EXOC5
ATP5G1	ITGA3
ITGA3	ATP5G1
RPL32	SRP14
SRP14	RPL32
ESYT3	FAIM
LAT	GRAP2
CRYAA	HSPB6
HSPB6	CRYAA
PRKAR2B	CDK5RAP2
CDK5RAP2	PRKAR2B
CCL22	HSPA12A
HSPA12A	CCL22
ZBTB7B	THBS3
WRN	RAD52
CBFB	SLC4A10
SLC4A10	CBFB
ARRB2	FBXO46
FBXO46	ARRB2
RP11-284F21.7	RP11-284F21.8
RP11-284F21.8	RP11-284F21.7
FBXO46	MYO18A
MYO18A	FBXO46
RSPRY1	CCL22
CCL22	RSPRY1
C3	GDPD1
GDPD1	C3
MCF2L	WDR18
WDR18	MCF2L
HTT	CHD3
PDXK	PNPO
PNPO	PDXK
EVL	TRIM9
TRIM9	EVL
FPR2	CERS5
CERS5	FPR2
MRPS11	MRPS5
MRPS5	MRPS11
SIK2	PPP2R1B
MICU1	SLX4
SLX4	MICU1
FGL1	NAA35
NAA35	FGL1
PFKM	CAV3
ZBTB46	C20orf195
C20orf195	ZBTB46
RP11-1017G21.5	HSP90AA1
ABCA1	SDHB
SDHB	ABCA1
UTRN	ACTN2
PTBP1	U2AF2
U2AF2	PTBP1
CRLF3	KCTD21
KCTD21	CRLF3
ITPKB	CTDSP1
CTDSP1	ITPKB
BX470102.3	S100A6
MRPL33	MRPL24
MRPL24	MRPL33
PLAT	CPEB4
CPEB4	PLAT
RP4-605O3.4	FAM186A
NEDD4	SMURF2
SMURF2	NEDD4
TAF12	SYMPK
SYMPK	TAF12
TSSC4	SNRNP200
SNRNP200	TSSC4
PSMD7	CCDC92
CCDC92	PSMD7
MED20	MED18
MED18	MED20
CSDE1	STRAP
STRAP	CSDE1
HAUS5	IL17RA
IL17RA	HAUS5
AVL9	FAM19A4
FAM19A4	AVL9
ZBTB32	ZNF490
ZNF490	ZBTB32
ERP29	DERA
DERA	ERP29
CDKN2B	ZBTB17
ZBTB17	CDKN2B
RELA	USF2
USF2	RELA
SNRPB2	EIF4A3
EIF4A3	SNRPB2
EIF4A1	EIF3B
EIF3B	EIF4A1
FBXW7	CTDP1
CTDP1	FBXW7
GPBAR1	TMBIM1
RHOT1	RAB11FIP4
RAB11FIP4	RHOT1
EIF2S2	COPS7A
COPS7A	EIF2S2
RRBP1	GTPBP2
GTPBP2	RRBP1
CDKN2B-AS1	CDKN2C
KIRREL3	DCPS
FGFR1	KPNB1
C8orf4	IDO2
IDO2	C8orf4
RP11-6N17.9	COPZ2
SYN2	TSEN2
STK11	SBNO2
SBNO2	STK11
NACA	R3HDM2
R3HDM2	NACA
NCK2	C2orf49
LCE1E	SUMO1P1
SUMO1P1	LCE1E
CDKN2B-AS1	AGGF1
RPL22L1	PHC3
PHC3	RPL22L1
PRKACB	PTBP1
PTBP1	PRKACB
RAB5C	IST1
IST1	RAB5C
PTPRZ1	PXN
PXN	PTPRZ1
LIPC	APOB
DYNC1LI1	NUP85
NUP85	DYNC1LI1
BLM	SNRNP200
SNRNP200	BLM
CDKN2B-AS1	RASSF9
DHCR24	TP53
TP53	DHCR24
TRIM63	SUMO2
GAS5	BIRC3
KIAA0232	HCFC2
HCFC2	KIAA0232
ZNF600	ZNF611
RPS29	RPL36
RPL36	RPS29
KRT31	KRT80
KRT80	KRT31
YEATS4	SUGP1
SUGP1	YEATS4
NPTX1	PPP2CA
PPP2CA	NPTX1
SLC37A3	ADCK2
UFL1	ZNF668
ZNF668	UFL1
CDH5	MYO1D
MYO1D	CDH5
ZC3H13	ZC3H18
ZC3H18	ZC3H13
UQCRFS1	NDUFA12
NDUFA12	UQCRFS1
TMPRSS12	TFCP2
GPSM2	INSC
JPH4	AP1S3
AP1S3	JPH4
YWHAQ	CSNK1E
GPR160	LRRC31
LRRC31	GPR160
EXOC5	EXOC4
EXOC4	EXOC5
AC007879.5	MDH1B
APOB	PDIA4
VIM	HAX1
HAX1	VIM
THBS2	THBS3
THBS3	THBS2
ESR1	GBP1
GBP1	ESR1
IFNAR1	TYK2
RP11-158I13.2	PPM1G
AURKB	AHNAK
AHNAK	AURKB
DAZAP2	OPTN
OPTN	DAZAP2
SYNJ1	EPS15
NLRC5	CPNE2
MEOX2	SDCBP
SDCBP	MEOX2
CCKBR	GRB2
GRB2	CCKBR
CAV1	VAPA
VAPA	CAV1
PRPF4B	BUD13
BUD13	PRPF4B
APC	SEC31A
SEC31A	APC
RP11-359I18.5	RPP14
CAMKK2	IQGAP2
IQGAP2	CAMKK2
H2AFY2	PPAN-P2RY11
PPAN-P2RY11	H2AFY2
AC007879.5	CREB1
TNFSF9	TNFSF14
TNFSF14	TNFSF9
MOCS3	LIN9
LIN9	MOCS3
PLEC	PLEKHA5
PLEKHA5	PLEC
POLL	PDZD7
PDZD7	POLL
SAV1	KIAA1683
KIAA1683	SAV1
FCGRT	PCDH10
PCDH10	FCGRT
PPP2R1B	CDCA4
CDCA4	PPP2R1B
NUFIP1	CCNT1
SYNCRIP	SNRNP200
SNRNP200	SYNCRIP
VIM	ST8SIA6
ST8SIA6	VIM
TMEM256	MPDU1
MPDU1	TMEM256
BLM	FEN1
PRDM2	PDPN
PDPN	PRDM2
snoU13	TFG
CHD3	SYMPK
SYMPK	CHD3
RPL31	SSRP1
SSRP1	RPL31
GLB1	GNS
GNS	GLB1
EPB41	CRYAB
ZNF683	PDIK1L
SMARCE1	DPF3
DPF3	SMARCE1
KLF5	SP1
SP1	KLF5
GRASP	GRM1
TRAPPC9	FAM19A3
FAM19A3	TRAPPC9
KCTD10	PPP2R1A
PPP2R1A	KCTD10
CCT2	WDR37
WDR37	CCT2
FYB	CBLB
CSDE1	LCOR
LCOR	CSDE1
CENPF	TP53BP1
TP53BP1	CENPF
YARS2	MRPL4
MRPL4	YARS2
FXR2	TRIM29
UTRN	DTNB
ZNF524	YY1AP1
MCRS1	ZRANB1
ZRANB1	MCRS1
MYO5A	STAU1
STAU1	MYO5A
NDEL1	TSEN54
TSEN54	NDEL1
RNPEP	SHISA4
SHISA4	RNPEP
CDKN1B	CKS2
CKS2	CDKN1B
CRK	FLNB
FLNB	CRK
COL4A3	FN1
CTD-2127H9.1	LIFR
PIAS1	POLK
POLK	PIAS1
ADAM19	NRG1
GNA11	TBXA2R
TBXA2R	GNA11
NIPBL	LDHD
LDHD	NIPBL
PTK2B	CHRNA2
DLX6-AS1	DYNC1I1
MYH10	PPP1R12B
PPP1R12B	MYH10
NCAPD2	SMC4
SMC4	NCAPD2
MTR	AHCYL1
URB1	H2AFY2
H2AFY2	URB1
MEOX2	ATG9A
ATG9A	MEOX2
LAP3	MED28
CHD3	THOC7
EHHADH	IKZF3
IKZF3	EHHADH
RP11-603J24.5	TIMELESS
AC010761.6	RP11-192H23.4
JAK2	CTLA4
BYSL	HOOK2
HOOK2	BYSL
TRIM29	CDK15
CDK15	TRIM29
TPT1-AS1	LRRC63
PIP4K2C	LZTS2
LZTS2	PIP4K2C
CRYBA2	APPBP2
APPBP2	CRYBA2
KAT5	FCHO1
FCHO1	KAT5
CIRBP	SPEN
SPEN	CIRBP
RGS20	KIF3B
KIF3B	RGS20
NEDD8	UBC
UBC	NEDD8
MYO5A	DLGAP1
DLGAP1	MYO5A
CDH3	CTNND1
DOCK6	RGL3
IRS1	NCK2
NCK2	IRS1
