AC021016.8	USP37
PCDHGA5	DAGLB
DAGLB	PCDHGA5
EEF1A1	PRKCZ
PRKCZ	EEF1A1
TMEM59L	ELL
ELL	TMEM59L
AP1G1	PACS1
PACS1	AP1G1
UBE2D3	DTX2
DTX2	UBE2D3
RP11-552D8.1	INTS7
PHF12	DHRS13
DHRS13	PHF12
EIF2AK4	PLCB2
PLCB2	EIF2AK4
BZW1	BZW2
BZW2	BZW1
UBE4B	KIF1B
KIF1B	UBE4B
CBY1	DDX17
AC005592.2	GNPDA1
TNRC6A	ARHGAP17
ARHGAP17	TNRC6A
ARNT	SRC
ZKSCAN1	CYP3A43
CYP3A43	ZKSCAN1
AKAP2	MYO18A
MYO18A	AKAP2
INPPL1	PLCB2
PLCB2	INPPL1
BNIP3	LDLRAD1
LDLRAD1	BNIP3
SMARCA2	MBD3
MBD3	SMARCA2
GRB2	KRAS
IKBKE	MAPRE1
MAPRE1	IKBKE
ERBB2	DOCK7
DOCK7	ERBB2
CDKN2B-AS1	DCN
SPRY4	ORMDL3
ORMDL3	SPRY4
PRPF6	LSM4
LSM4	PRPF6
GPBP1L1	PLCD3
PLCD3	GPBP1L1
SLC1A5	HSD17B7
HSD17B7	SLC1A5
MAPT	PPP2CA
CCND3	CRABP2
CRABP2	CCND3
HSPA4	TRAF2
TRAF2	HSPA4
APTX	CALCOCO1
CLK1	RBM17
RBM17	CLK1
SUOX	COX7B2
COX7B2	SUOX
CDKN2B-AS1	SPOCK1
PJA2	FER
FER	PJA2
BMPR1A	CHMP2B
CHMP2B	BMPR1A
CACNA1B	PRKCE
PRKCE	CACNA1B
EFR3A	TIGD5
TIGD5	EFR3A
FHL2	IKZF1
IKZF1	FHL2
STAT1	RELA
KCNJ4	PRKCA
PRKCA	KCNJ4
POU2F2	PRAP1
PRAP1	POU2F2
PROP1	PHF19
EIF2B1	STK11
STK11	EIF2B1
ANAPC5	GPR156
GPR156	ANAPC5
AFAP1-AS1	NRXN3
FYB	SRC
MAP3K14	RPL23
CBLB	DSCR3
DSCR3	CBLB
CD81	MYOC
DCTN1	MAP2K3
DNAJC8	PUF60
PUF60	DNAJC8
CTB-11I22.2	RNF145
EPHA7	NID2
NID2	EPHA7
BARD1	COG6
COG6	BARD1
RAC1	KDELR2
KDELR2	RAC1
FGFR4	STAT3
FBXW2	FBXW7
FBXW7	FBXW2
KIF5B	SUN1
SUN1	KIF5B
CDKN2A	SUMO2
SUMO2	CDKN2A
PIK3R2	TRAF1
TRAF1	PIK3R2
SULF2	NCOA3
MYC	BRD3
AC018890.6	GPR155
SMIM13	NEDD9
NEDD9	SMIM13
LZTS1	ASPM
ASPM	LZTS1
HSPB1	TUBA1C
TUBA1C	HSPB1
SEH1L	PPP1R37
PPP1R37	SEH1L
KIF5B	SQSTM1
SQSTM1	KIF5B
SMG6	DPH1
SNORA21	FBXL20
WIPF1	PIK3CG
VASP	RAB30
RAB30	VASP
GTF3C6	CNN2P9
CNN2P9	GTF3C6
EEF1A1	RPL3
RPL3	EEF1A1
RNU5E-4P	KIAA2013
NFX1	APBA3
APBA3	NFX1
SP3	ITGAV
TMEM39A	CHRNA9
CHRNA9	TMEM39A
SPRY2	ADAMTSL4
NCK2	LCP2
EGFR	PLD1
PLD1	EGFR
SRSF6	RBM17
RBM17	SRSF6
RP1-153P14.8	GLO1
GRIN1	MAP2K2
LMO2	SMUG1
SMUG1	LMO2
CDKN2B-AS1	RAC1
EEF1A1	NR4A1
NR4A1	EEF1A1
AP3B1	BLOC1S2
BLOC1S2	AP3B1
GRB2	MYLK
MYLK	GRB2
TP63	MNT
MNT	TP63
DNM1	SH3GL2
CDKN2B-AS1	RUNX1T1
RP11-7F17.7	RP11-463C8.4
HSPA5	RSF1
RSF1	HSPA5
USP13	KCTD10
KCTD10	USP13
ETFDH	NDUFA4
NDUFA4	ETFDH
CD59	SMAD4
DNAJA1	TXN
APC	KRT1
KRT1	APC
CDKN2B-AS1	IL6
ACTL6A	CDK8
CDK8	ACTL6A
CAPZB	MYO18A
MYO18A	CAPZB
DGKG	RP11-443P15.2
RP11-443P15.2	DGKG
NCK2	KIAA1217
AFAP1	PRKCE
FBXW7	SKP1
MPHOSPH6	TLE1
S100A8	KLC2
KLC2	S100A8
ACTB	UNC45A
UNC45A	ACTB
PRKCZ	FSCN1
FSCN1	PRKCZ
MYO1C	SQRDL
SQRDL	MYO1C
CDKN2B-AS1	EPSTI1
RPL5	PLEKHO1
PLEKHO1	RPL5
STAT6	GPR182
GPR182	STAT6
SMAD2	TAF3
TAF3	SMAD2
SMAD4	ZNF521
YWHAZ	YWHAB
MBD2	C18orf54
TRAK2	FAM83D
FAM83D	TRAK2
GOLGA2	PID1
PID1	GOLGA2
LYN	ACTB
CBL	SH3BP2
SH3BP2	CBL
CTNNA1	TGFBR1
TGFBR1	CTNNA1
RAB19	SLC37A3
CDKN2B-AS1	TCEA2
NXPE3	ZPLD1
ZPLD1	NXPE3
PTPN11	PXN
TRA2B	PRPF6
PRPF6	TRA2B
ABCA6	ABCA9
ABCA9	ABCA6
MYH9	CD109
CD109	MYH9
OXCT1	PDHX
PDHX	OXCT1
MDFI	TMIE
TMIE	MDFI
UBE2L3	RNF144A
CAPZA1	MCC
MCC	CAPZA1
CDKN2B-AS1	TSHZ2
UPF1	RPN1
RPN1	UPF1
NR1H2	NCOA3
AFAP1-AS1	IL24
EYA3	PTAFR
ACTB	COL5A1
COL5A1	ACTB
CPNE1	SORBS3
SORBS3	CPNE1
COL7A1	ZC3H7A
ZC3H7A	COL7A1
SMTN	PIK3IP1
PIK3IP1	SMTN
HMGCR	TCF3
TCF3	HMGCR
TRIP11	ATXN3
OPRL1	C20orf195
C20orf195	OPRL1
EP300	NPAS2
NPAS2	EP300
EPB41	CYCS
CYCS	EPB41
snoU13	COMMD1
DSTYK	CTDSP1
CTDSP1	DSTYK
RP13-672B3.2	GOLGA3
GOLGA3	RP13-672B3.2
DACH1	SCOC
SCOC	DACH1
CSK	PPP1R14C
PPP1R14C	CSK
BRAF	EEF1A1
EEF1A1	BRAF
SUFU	KRT27
KRT27	SUFU
CALML3	DAB2
DAB2	CALML3
HSF2	INADL
INADL	HSF2
DYNLL1	DYNC1I1
CPT1B	MGLL
MGLL	CPT1B
DOCK5	VPS13B
VPS13B	DOCK5
AQP1	TRAF2
TRAF2	AQP1
PKIG	RAB25
RAB25	PKIG
CAPZA2	PPP1CA
PPP1CA	CAPZA2
BLM	SUMO2
KCNH2	KCNE2
KCNE2	KCNH2
CDH1	CASP3
RP5-1024C24.1	MPPED2
SOX9	MAF
VAV2	RTEL1
RTEL1	VAV2
PLEKHH2	CAMKMT
CAMKMT	PLEKHH2
HTT	SLC2A4RG
SLC2A4RG	HTT
ARRB1	MYO1C
MYO1C	ARRB1
FAF2	UBR1
UBR1	FAF2
ETV6	LRP6
RAC1	ARHGEF7
ARHGEF7	RAC1
HTT	CREBBP
TTC21B	SPACA1
SPACA1	TTC21B
SLC20A1	NDFIP1
NDFIP1	SLC20A1
P2RX7	EFEMP2
EFEMP2	P2RX7
CRISP2	CTSF
CTSF	CRISP2
RP11-351A11.1	MAN1A1
CFTR	UBE3A
UBE3A	CFTR
RHOA	PKN3
PKN3	RHOA
MAP3K14	NFKBIA
CTB-57H20.1	NR3C1
CAPZB	MCC
MCC	CAPZB
GABRA1	PPP3CA
PIK3C2A	QPRT
QPRT	PIK3C2A
HDAC3	SF3B1
SF3B1	HDAC3
ZBTB17	CLCNKA
SPAG16	ABCA12
ABCA12	SPAG16
YWHAQ	ING1
MAPK3	ESR1
MYO19	MYO18A
MYO18A	MYO19
PIGQ	PIGL
PIGL	PIGQ
RHOA	DIAPH1
LYRM4	PCGF1
PCGF1	LYRM4
YWHAG	NUFIP2
NKX3-1	FAM136A
NTF3	PYGL
PYGL	NTF3
MITF	PATZ1
ENO1	RPS10
RPS10	ENO1
DNAJB6	UBR5
UBR5	DNAJB6
SNCA	VIM
VIM	SNCA
POU2F1	NCOR2
NCOR2	POU2F1
ARHGEF12	GNA13
GNA13	ARHGEF12
GNAQ	PTGIR
PTPN21	PARD6B
PARD6B	PTPN21
HSPG2	PXDC1
PXDC1	HSPG2
QRFPR	PRDM5
PRDM5	QRFPR
CRMP1	FXR1
ALDOA	EGFR
EGFR	ALDOA
CHN2	NCK2
NCK2	CHN2
IRF8	COPS2
COPS2	IRF8
PLK1	PSMB7
ACTL6A	HDAC2
HDAC2	ACTL6A
SFI1	SF3B1
SF3B1	SFI1
MDFI	RASSF5
RASSF5	MDFI
CDC5L	LSM4
LSM4	CDC5L
PCSK5	STK16
STK16	PCSK5
TRAF2	GPR107
GPR107	TRAF2
SRSF6	THOC5
THOC5	SRSF6
RABGAP1	CCDC68
CCDC68	RABGAP1
HAP1	INSL6
INSL6	HAP1
RBM39	SLU7
SLU7	RBM39
PEX13	PEX14
DTWD2	TNFAIP8
CALML3	CYBRD1
CYBRD1	CALML3
GRB2	BRD4
BRD4	GRB2
RTKN2	ZNF365
FBXO44	NPPA
NPPA	FBXO44
SF3B4	SCAF8
SCAF8	SF3B4
RYBP	AUTS2
AUTS2	RYBP
PPP1CA	MPHOSPH10
MPHOSPH10	PPP1CA
TCIRG1	ATP6V0D2
ATP6V0D2	TCIRG1
KIFAP3	RBFOX1
RBFOX1	KIFAP3
FARP2	GPR156
GPR156	FARP2
PIK3C2B	TMCC2
TMCC2	PIK3C2B
VDR	SMARCE1
CDK12	RBM17
RBM17	CDK12
AP002954.4	UPK2
IL5	POU2F1
POU2F1	IL5
SLC15A2	IQCB1
MAD2L1	SDCBP
SDCBP	MAD2L1
RBM17	ACTBL2
ACTBL2	RBM17
SRRT	MOSPD3
MOSPD3	SRRT
DHX38	SYF2
SYF2	DHX38
KCNA5	PRKCA
PRKCA	KCNA5
CLNS1A	HSP90AB1
HSP90AB1	CLNS1A
TNFRSF14	VIM
COX4I1	TUBG1
TUBG1	COX4I1
MYC	ALDOA
ALDOA	MYC
CENPA	KCNK3
KCNK3	CENPA
TMEM120A	HIP1
HIP1	TMEM120A
DEFA1	PLXNA2
PLXNA2	DEFA1
EPHA7	SMOC1
SMOC1	EPHA7
ZNF212	CREB3L2
CREB3L2	ZNF212
SMAD4	MDM4
MDM4	SMAD4
RBM15B	P4HA3
P4HA3	RBM15B
PNN	YWHAG
YWHAG	PNN
PRKCB	PPFIA1
PPFIA1	PRKCB
UQCC1	ACSS2
ACSS2	UQCC1
CSK	UTS2
UTS2	CSK
CBL	LTK
LTK	CBL
ACTR1A	MAPRE1
MAPRE1	ACTR1A
FZD7	DLG1
RPS8	RPL23
RPL23	RPS8
RND1	UBXN11
DSCR3	KCNJ6
KCNJ6	DSCR3
RPL29	RPS9
RPS9	RPL29
RPL37A	RPL38
RPL38	RPL37A
UBE2N	IKBKE
IKBKE	UBE2N
SMAD4	PSG2
PSG2	SMAD4
GALK2	GNB4
GNB4	GALK2
GALNT1	TGFBR1
TGFBR1	GALNT1
PDE1A	HTT
SDCBP	ZCCHC10
ZCCHC10	SDCBP
MLST8	PRR5L
PRR5L	MLST8
GREB1L	ROCK1
NUP214	NUP153
NUP153	NUP214
MDFI	TFEB
TFEB	MDFI
PAK2	SORBS3
SORBS3	PAK2
SNCA	MAP1B
PCDHGB1	DNAJC19
DNAJC19	PCDHGB1
MAPT	MAPK13
MAPK13	MAPT
SH3GL2	DPPA4
AFAP1-AS1	SETBP1
POU2F2	YY1
CKS2	TSC22D4
FAM174B	SLCO3A1
SLCO3A1	FAM174B
RPL29	EMG1
EMG1	RPL29
MCRS1	INO80E
INO80E	MCRS1
RASSF5	MAPKAPK2
MAPKAPK2	RASSF5
RBBP6	KLC3
KLC3	RBBP6
RAB3IL1	FADS3
PPARA	ATXN10
AEN	MFGE8
MFGE8	AEN
RPL5	SNIP1
SNIP1	RPL5
CEP152	FBN1
FBN1	CEP152
HSD17B1	HSD17B7
HSD17B7	HSD17B1
RP11-95P2.1	SLX4
LRIF1	MTHFSD
MTHFSD	LRIF1
NEK6	COG6
COG6	NEK6
BCR	RAC1
RAC1	BCR
SSTR2	GNAI1
PAK1	RHOU
RHOU	PAK1
SF3B2	CDC40
CDC40	SF3B2
EZH2	GEMIN7
GEMIN7	EZH2
FGF3	GNL2
GNL2	FGF3
KIAA2013	MIIP
SLC19A3	CCL20
CCL20	SLC19A3
RHOG	RRM1
RRM1	RHOG
PHC1	ZCCHC7
ZCCHC7	PHC1
HAX1	NCALD
NCALD	HAX1
ACTB	ENO1
ENO1	ACTB
PRDM5	FBXO11
FBXO11	PRDM5
VCAN	HAPLN1
PRKCE	PTPN1
PTPN1	PRKCE
UBQLN4	RUNX1T1
EGFR	PXN
PXN	EGFR
TEC	STAP1
RP1-261G23.5	NFKBIE
GPRC5A	MYO19
MYO19	GPRC5A
ANXA2	VDAC1
VDAC1	ANXA2
RAD23B	KCTD10
KCTD10	RAD23B
GATAD2B	MTA3
MTA3	GATAD2B
CSK	PTPN21
PTPN21	CSK
PNN	SMOC1
SMOC1	PNN
HSPD1	ACSS1
ACSS1	HSPD1
TMPO	SLC25A3
SLC25A3	TMPO
SNX16	KIF6
KIF6	SNX16
NCOA3	EYA2
EYA2	NCOA3
GSN	PTPN12
PTPN12	GSN
GRB2	NADK
NADK	GRB2
CDKN1A	CDC45
CDC45	CDKN1A
IL18	CCDC53
CCDC53	IL18
FSCN1	ACTB
ACTB	FSCN1
NPY	STK31
STK31	NPY
CRELD2	TRABD
TRABD	CRELD2
QARS	GADD45A
SPATS2L	AOX2P
AOX2P	SPATS2L
NOTCH1	KAT2A
MBD3	ZNF800
ZNF800	MBD3
PSMB3	PSMG1
PSMG1	PSMB3
FBXO18	RBM17
RBM17	FBXO18
KANK2	KIF9
KIF9	KANK2
DNAJB1	DCAF6
DCAF6	DNAJB1
POLQ	ILDR1
ILDR1	POLQ
TTLL12	BBS9
BBS9	TTLL12
SORT1	USP15
USP15	SORT1
PRKCZ	NCOA3
NCOA3	PRKCZ
PRSS23	KLRG2
KLRG2	PRSS23
IGF2	IGF2BP3
IGF2BP3	IGF2
GARS	TRAF6
TRAF6	GARS
GRB2	LUZP1
LUZP1	GRB2
MEG3	RAC2
USP49	PRICKLE4
FCRL1	FCRL3
FCRL3	FCRL1
IL10	STAT3
STAT3	IL10
LYN	NMT1
IRF7	KAT2A
TSSC1	IER3IP1
IER3IP1	TSSC1
HSP90AB1	MAP3K7
MAP3K7	HSP90AB1
BUB1B	CASC5
CASC5	BUB1B
AKT1	SMAD2
SMAD2	AKT1
NPR2	PDE4D
PDE4D	NPR2
TAC1	LMTK2
LMTK2	TAC1
ILF2	RPL29
RPL29	ILF2
LMO2	GATA3
MCC	KRT16P3
KRT16P3	MCC
SERPINB7	SERPINB8
CHMP4B	BPIFB1
BPIFB1	CHMP4B
PIAS2	EMG1
EMG1	PIAS2
PTPN1	SLCO6A1
SLCO6A1	PTPN1
LSM14A	KIAA0355
KIAA0355	LSM14A
AFAP1-AS1	PARP1
TTLL12	KLHL7
KLHL7	TTLL12
DNAJC10	MIS12
MIS12	DNAJC10
TMEM120B	KDM2B
KDM2B	TMEM120B
NFKBIA	RPS13
RPS13	NFKBIA
RP11-16E12.2	OTUD7A
HNF4A	SNCG
SNCG	HNF4A
DENR	METAP2
METAP2	DENR
TMEM254-AS1	PLAC9
MYO1C	PPP1CC
PPP1CC	MYO1C
MOGS	PTEN
PTEN	MOGS
ERLIN1	AGR3
AGR3	ERLIN1
CSK	PTBP2
PTBP2	CSK
CHERP	FASTK
FASTK	CHERP
WDR91	ARIH2
PRKCA	BRAF
DYNLL1	MOB4
MOB4	DYNLL1
RALYL	CCDC12
CCDC12	RALYL
MCM5	RBPMS
RBPMS	MCM5
RP11-343C2.7	NQO1
NQO1	RP11-343C2.7
CAPZA1	CD2AP
CFL2	CORO1C
CORO1C	CFL2
KCNJ2	TRAK2
TRAK2	KCNJ2
NAMPT	CCDC71L
CCDC71L	NAMPT
TTC7A	RHOQ
RHOQ	TTC7A
TTC28	XBP1
XBP1	TTC28
YWHAB	PARD3
PARD3	YWHAB
BAG1	SIAH1
TRAF5	SUMO1P1
SUMO1P1	TRAF5
SARDH	SHMT2
SHMT2	SARDH
PITPNB	CHEK2
CHEK2	PITPNB
TCEA2	IKZF4
IKZF4	TCEA2
PRKCA	SNAP23
FOXO6	EDN2
EDN2	FOXO6
FUT8	RICTOR
RICTOR	FUT8
NCOA1	TRIP4
DNAJC7	SMAD2
NFIL3	ROR2
ROR2	NFIL3
PSMD7	VIM
AFAP1-AS1	NES
GTF2H1	TMEM86A
TMEM86A	GTF2H1
EXOC5	HDDC3
HDDC3	EXOC5
HSPD1	KRTAP5-9
KRTAP5-9	HSPD1
GSK3B	MAP4
AFAP1-AS1	JAZF1
NVL	FBXO28
RAPGEF1	NEDD9
RAC2	ACTB
ANXA2	RPS10
RPS10	ANXA2
PTPN23	SETD2
SETD2	PTPN23
CSK	CAPN2
CAPN2	CSK
CD59	SRC
UBE2E2	ZNRF1
ZNRF1	UBE2E2
AP2S1	PAK7
PAK7	AP2S1
FOSL1	OVOL1
OVOL1	FOSL1
SNRPD3	SF3B1
SF3B1	SNRPD3
MRM1	UBR1
UBR1	MRM1
FCHO1	GMCL1P1
GMCL1P1	FCHO1
BCAT1	RAB3GAP1
RAB3GAP1	BCAT1
ZNF341	EIF2S2
GABARAPL1	OSBPL3
OSBPL3	GABARAPL1
HEATR5B	CDC42EP3
CDC42EP3	HEATR5B
DYNC1I1	SAMD1
SAMD1	DYNC1I1
SLC20A1	MPHOSPH6
MPHOSPH6	SLC20A1
KRT4	USP25
USP25	KRT4
RIT1	LRIF1
LRIF1	RIT1
IRS2	YWHAG
NPM2	GFRA2
GFRA2	NPM2
PRKCE	IQGAP1
IQGAP1	PRKCE
TCF4	C1orf109
C1orf109	TCF4
NES	IQGAP3
IQGAP3	NES
GEMIN2	IGF2BP3
IGF2BP3	GEMIN2
PARP1	RFC2
RFC2	PARP1
CBL	LAT2
SUMO2	RUVBL1
RUVBL1	SUMO2
APC	KIFAP3
KIFAP3	APC
APBA2	KLRG2
KLRG2	APBA2
TENM3	DCTD
DCTD	TENM3
CDH6	CDH18
CDH18	CDH6
MED4	LPAR6
LPAR6	MED4
ASCC2	TBC1D10A
TBC1D10A	ASCC2
SF3B2	RBM15
RBM15	SF3B2
RBBP6	SOD1
SOD1	RBBP6
CHTOP	RSPO1
RSPO1	CHTOP
AP001266.1	DRAP1
DRAP1	AP001266.1
FGF1	GPC1
GPC1	FGF1
RBM47	RP11-333E13.4
RP11-333E13.4	RBM47
ACTR1A	NUMA1
CKAP2L	ZC3H6
ZC3H6	CKAP2L
KRAS	CWC22
CWC22	KRAS
FLNB	ATF7IP
MINK1	SMTNL2
SMTNL2	MINK1
EEF1A1	RPL6
RPL6	EEF1A1
SLC7A10	PEPD
PEPD	SLC7A10
CENPE	LAMA5
LAMA5	CENPE
RERE	SNRPC
SNRPC	RERE
COL5A1	MMP9
MMP9	COL5A1
ACTB	AAK1
AAK1	ACTB
MNT	METTL16
SPATA25	ZSWIM1
ZSWIM1	SPATA25
KRBA1	ZNF767
ZNF767	KRBA1
KNG1	MEP1A
MEP1A	KNG1
PRKACA	RSBN1
RSBN1	PRKACA
HYAL1	TUBA4A
TUBA4A	HYAL1
SMARCA2	TAF6
TAF6	SMARCA2
NEFL	NEFM
TOE1	SQSTM1
TRAF2	KIAA1217
KIAA1217	TRAF2
CTD-2323K18.1	SNX33
SNX33	CTD-2323K18.1
ALDH3B2	GRHPR
GRHPR	ALDH3B2
GRIN1	MYH9
TNFRSF1B	AADACL4
AADACL4	TNFRSF1B
BRD8	TRRAP
HRH4	GNA15
UBE2E3	CHFR
CHFR	UBE2E3
RAB3IL1	COG6
COG6	RAB3IL1
VDR	NCOA3
ROCK1	LIMK2
TAOK2	STK25
STK25	TAOK2
PTEN	IGF2BP1
A2M	TGFBI
FREM1	ZDHHC21
HRAS	BCL2
SOS1	UBR1
HAP1	ZNF385C
ZNF385C	HAP1
CANX	HYAL3
HYAL3	CANX
CHMP4B	PTRF
PTRF	CHMP4B
FHL3	PPP1R32
PPP1R32	FHL3
SRC	THRB
THRB	SRC
DNM2	ATXN3
DEFA1	PPP3CA
PPP3CA	DEFA1
EGFR	HSPA4
HSPA4	EGFR
RP11-222N13.1	C11orf58
NAB2	SUMO1P1
SUMO1P1	NAB2
CHEK2	MUS81
MUS81	CHEK2
FBN1	PAK1
PAK1	FBN1
HOMER1	CMYA5
RNF167	CAMTA2
CAMTA2	RNF167
DLX4	WDR18
MARK1	MARK4
MARK4	MARK1
SLC3A2	MBOAT1
MBOAT1	SLC3A2
PFDN1	EOMES
CHGA	DENR
DENR	CHGA
ARF1	B4GALT1
B4GALT1	ARF1
LINC00598	SLC20A1
SNRPD3	TTI2
TTI2	SNRPD3
DDX46	SF3B2
SF3B2	DDX46
CDH5	PKN3
PKN3	CDH5
ACTR5	INO80E
INO80E	ACTR5
CASP8AP2	ANKRD6
TAF5	NT5C2
NT5C2	TAF5
MRPL42	IKBKAP
SNRPC	SNRNP40
SNRNP40	SNRPC
MYC	RPN1
RPN1	MYC
CDK12	RBM15
RBM15	CDK12
VPS4B	EFR3A
EFR3A	VPS4B
MAPK14	TWIST1
TWIST1	MAPK14
ACTR2	CORO1C
CORO1C	ACTR2
SNRPD3	CWC22
CWC22	SNRPD3
SPACA1	DNAJC19
DNAJC19	SPACA1
SPTBN1	SREBF2
SREBF2	SPTBN1
COL4A3BP	PM20D2
PM20D2	COL4A3BP
PROP1	OSTF1
OSTF1	PROP1
CCDC130	UBR1
UBR1	CCDC130
TBCA	TNIK
TNIK	TBCA
PNMA2	INO80B
INO80B	PNMA2
GRB2	SETD4
SETD4	GRB2
TSEN54	KIAA0195
KNG1	PLAUR
AFAP1-AS1	CCND1
KCNC4	PROK1
PROK1	KCNC4
EP300	EBF1
GRB2	RPL23
RPL23	GRB2
RELA	AHR
COX5A	CSK
CSK	COX5A
CRMP1	VIM
DHCR7	SF3B2
SF3B2	DHCR7
SNTG1	DTNB
GRAP2	SNX18
SNX18	GRAP2
ULBP3	SLC39A12
SLC39A12	ULBP3
EEF1A1	PIAS2
PIAS2	EEF1A1
CCNJL	C1orf94
C1orf94	CCNJL
RNASEL	ST8SIA4
ST8SIA4	RNASEL
EEF1D	RPS6KA1
PTN	COMMD3-BMI1
COMMD3-BMI1	PTN
SH3GL2	ITSN1
PIK3C2A	CCNJL
CCNJL	PIK3C2A
CRMP1	ZAK
ABI2	FAM117B
FAM117B	ABI2
EP300	TCF7L2
TCF7L2	EP300
REL	IL36RN
CPT1A	AGPAT3
AGPAT3	CPT1A
LPAR1	GOLGA5
GOLGA5	LPAR1
CASP8	UBE2L3
UBE2L3	CASP8
CREBBP	HOXB7
DYNLL1	ACTB
ZBTB37	SLC9C2
SLC9C2	ZBTB37
ASPDH	FAM71E1
FAM71E1	ASPDH
PRKACA	NDRG1
NDRG1	PRKACA
GRAP2	ENTHD1
ENTHD1	GRAP2
PPP3CA	SIK3
SIK3	PPP3CA
AFAP1-AS1	RND1
RAB11A	IKBKE
IKBKE	RAB11A
PRDX1	ZSWIM5
ZSWIM5	PRDX1
MED15	MED9
MED9	MED15
AURKA	DICER1
DICER1	AURKA
C1orf94	PRR20A
PRR20A	C1orf94
ATF3	CEBPG
CALML3	RAI14
RAI14	CALML3
PLK1	VAMP4
VAMP4	PLK1
PPFIBP1	HAO2
HAO2	PPFIBP1
AFAP1-AS1	SLC25A13
AKR1B1	AKR1A1
AKR1A1	AKR1B1
RCOR3	USHBP1
USHBP1	RCOR3
B4GALT1	HDLBP
HDLBP	B4GALT1
CTD-2562J15.6	EPS15L1
UBE2K	REL
REL	UBE2K
GABRA1	GABRG3
GABRG3	GABRA1
SMPD3	PLEKHM1
RPL38	PABPC1
PABPC1	RPL38
RNF10	OASL
OASL	RNF10
MYC	SCD
AFAP1-AS1	TRAF1
SNRPE	TOE1
TOE1	SNRPE
MDH1	CLYBL
CLYBL	MDH1
MYBBP1A	RPS27L
RPS27L	MYBBP1A
DYRK1A	TTC3
RPL6	CLTCL1
CLTCL1	RPL6
SF3B4	CDC40
CDC40	SF3B4
APC	LRRCC1
LRRCC1	APC
SNRPC	SNRPN
SNRPN	SNRPC
GNA12	P2RY2
P2RY2	GNA12
CDK5R1	TSC22D4
F2RL2	ECT2
GOLGA2	MAGOHB
MAGOHB	GOLGA2
AIRE	MSH6
MSH6	AIRE
DIDO1	TCFL5
YWHAG	SRPK1
NAV2	ADAT2
ADAT2	NAV2
PLXNB2	PPP6R2
SLC25A12	TBCK
TBCK	SLC25A12
PPP1R16B	LBP
LBP	PPP1R16B
ATP6V1B1	WDR7
WDR7	ATP6V1B1
ABLIM1	COBLL1
COBLL1	ABLIM1
STK32C	PWWP2B
PWWP2B	STK32C
HSP90AB1	PHB2
PHB2	HSP90AB1
SIPA1	DRAP1
DRAP1	SIPA1
GRB2	PRAP1
PRAP1	GRB2
PRKCD	RPL37A
RPL37A	PRKCD
KPNA3	NFKBIE
NFKBIE	KPNA3
HSPA5	YWHAZ
YWHAZ	HSPA5
RAPGEF6	YWHAG
TG	HSPA5
RPL37A	GNL3
GNL3	RPL37A
SLC38A3	DAG1
CDH1	ITGAE
ITGAE	CDH1
NF2	RIT1
RIT1	NF2
MAPK8	CRTC3
CRTC3	MAPK8
UPF1	EIF2S2
EIF2S2	UPF1
IL15RA	TRAF2
CAPZA1	IKBKE
IKBKE	CAPZA1
INO80	INO80E
INO80E	INO80
PEMT	RAI1
RAI1	PEMT
FTH1	A2ML1
A2ML1	FTH1
SLC25A3	HRNR
HRNR	SLC25A3
MAP3K14	GLUD1
AC005592.2	FGF1
BAG1	CLEC3A
CLEC3A	BAG1
UBE2K	PHF20
PHF20	UBE2K
DNAH8	GLO1
UBE2D2	DZIP3
DZIP3	UBE2D2
NT5C2	CNNM2
CNNM2	NT5C2
MYC	NUP205
C20orf201	KRT27
KRT27	C20orf201
ARHGAP22	BRD4
BRD4	ARHGAP22
HDAC3	BCL11B
BCL11B	HDAC3
CBX3	EHMT1
EHMT1	CBX3
SERPINF1	TUBA4A
TUBA4A	SERPINF1
HSP90AB1	PSAT1
PSAT1	HSP90AB1
KRT4	KRT15
KRT15	KRT4
SLC9A1	MDFI
ANXA2	EIF3B
EIF3B	ANXA2
HSPA5	HNRNPR
HNRNPR	HSPA5
YOD1	THOC3
THOC3	YOD1
TNFRSF10B	CFLAR
EFCAB7	TTC23L
TTC23L	EFCAB7
DNAJC8	DYNC1LI1
DYNC1LI1	DNAJC8
ARNT	XPO1
XPO1	ARNT
AQP1	CCDC85B
FLOT2	MIS18BP1
MIS18BP1	FLOT2
MGAM	ZMYND8
ZMYND8	MGAM
NUAK1	PPP2CA
ITGB3BP	ENOX1
ENOX1	ITGB3BP
HSPA5	SIL1
TLE1	TBX20
TBX20	TLE1
FBXW7	LPA
LPA	FBXW7
FAF2	UBAC2
UBAC2	FAF2
YWHAG	DYRK1A
RET	AFAP1L2
AFAP1L2	RET
SNX20	NOD2
NUFIP1	MAP1LC3B2
MAP1LC3B2	NUFIP1
MARK4	DOCK7
DOCK7	MARK4
CDKN2B-AS1	ST3GAL1
PLK1	FAM53C
FAM53C	PLK1
SOD2	GET4
GET4	SOD2
HMGCR	RICTOR
RICTOR	HMGCR
RN7SL688P	FOXR1
KRAS	DNM2
DNM2	KRAS
ECT2	PRKCZ
PRKCZ	ECT2
GLI1	TCF3
TCF3	GLI1
GLI1	STAT6
STAT6	GLI1
MAFF	GIT1
GIT1	MAFF
SLC3A2	SLC22A10
SLC22A10	SLC3A2
EEF1A1	PPP2CA
PPP2CA	EEF1A1
PRKAR2A	DYNLL1
DYNLL1	PRKAR2A
ATXN2	NCOA2
